1	2	PROMOTES	0.0006879784405163669
1	3	PROMOTES	0.00015904265059260878
2	1	PROMOTES	0.0012135321958339773
2	3	PROMOTES	0.00042851388788120757
3	1	PROMOTES	4.870902044886962e-05
3	2	PROMOTES	8.664809375760442e-05
1	2	INHIBITS	0.0005340989809269558
1	3	INHIBITS	9.92268166555732e-05
2	1	INHIBITS	0.0008104236139843124
2	3	INHIBITS	0.000765124320241739
3	1	INHIBITS	3.3307976491414595e-05
3	2	INHIBITS	5.382743449899863e-05
1	2	DOES_NOT_PROMOTE	0.0017667449438300133
1	3	DOES_NOT_PROMOTE	5.8933063820000425e-05
2	1	DOES_NOT_PROMOTE	0.0005805960192143781
2	3	DOES_NOT_PROMOTE	6.228075350615352e-05
3	1	DOES_NOT_PROMOTE	8.650398495370206e-05
3	2	DOES_NOT_PROMOTE	0.0003356145665520671
1	2	DOES_NOT_INHIBT	0.0009489734536828109
1	3	DOES_NOT_INHIBT	5.0657481551752426e-05
2	1	DOES_NOT_INHIBT	0.0008644779460155404
2	3	DOES_NOT_INHIBT	9.159955384347996e-05
3	1	DOES_NOT_INHIBT	0.00012568412205382629
3	2	DOES_NOT_INHIBT	0.00015965922164014047
